0.0625 4.0598 0.961143 0.408123
0.125 11.5809 0.905731 1.91954
0.1875 10.188 0.853855 2.45082
0.25 7.46935 0.805317 2.39792
0.3125 5.72001 0.759682 2.3244
0.375 4.54847 0.716689 2.25769
0.4375 3.71541 0.676155 2.19597
0.5 3.09729 0.637923 2.13856
0.5625 2.62355 0.601861 2.08497
0.625 2.25082 0.567849 2.03454
0.6875 1.95025 0.535775 1.98567
0.75 1.70375 0.505531 1.93816
0.8125 1.49928 0.477015 1.89252
0.875 1.32741 0.450133 1.84827
0.9375 1.18059 0.424792 1.80392
1 1.05507 0.400906 1.76111
1.0625 0.946713 0.37839 1.71932
1.125 0.852491 0.357165 1.6784
1.1875 0.768602 0.337158 1.63515
1.25 0.695636 0.318296 1.59443
1.3125 0.633264 0.300511 1.55956
1.375 0.578521 0.283742 1.52705
1.4375 0.528774 0.267935 1.49257
1.5 0.483835 0.253036 1.45741
1.5625 0.443862 0.238991 1.42396
1.625 0.408597 0.225748 1.39354
1.6875 0.37819 0.213263 1.36889
1.75 0.35092 0.201493 1.34588
1.8125 0.325144 0.190396 1.31935
1.875 0.302042 0.179934 1.29486
1.9375 0.281862 0.170067 1.2749
2 0.263914 0.160761 1.25787
2.0625 0.247804 0.151986 1.24306
2.125 0.232231 0.143708 1.22466
2.1875 0.216522 0.135898 1.19904
2.25 0.201699 0.128525 1.17169
2.3125 0.189624 0.121567 1.15438
2.375 0.179445 0.115001 1.14371
2.4375 0.169143 0.108808 1.12764
2.5 0.159291 0.102966 1.10985
2.5625 0.149874 0.0974535 1.0904
2.625 0.138847 0.0922506 1.05397
2.6875 0.128312 0.0873372 1.01544
2.75 0.120609 0.082698 0.994334
2.8125 0.114336 0.0783146 0.981263
2.875 0.108018 0.0741722 0.964361
2.9375 0.102123 0.0702591 0.947802
3 0.0971612 0.0665636 0.936808
3.0625 0.0936452 0.0630755 0.937417
3.125 0.0899743 0.0597803 0.934521
3.1875 0.0856595 0.056667 0.922594
3.25 0.0809592 0.0537274 0.903684
3.3125 0.0769705 0.050951 0.889913
3.375 0.0732879 0.0483284 0.877188
3.4375 0.0705174 0.045851 0.873304
3.5 0.0670769 0.0435104 0.85907
3.5625 0.0632009 0.0412987 0.836662
3.625 0.0608978 0.0392096 0.832892
3.6875 0.0586243 0.0372341 0.827982
3.75 0.0558692 0.0353646 0.814464
3.8125 0.0521041 0.0335957 0.78367
3.875 0.0494776 0.031921 0.767435
3.9375 0.0469163 0.0303332 0.750141
4 0.0447239 0.0288272 0.736823
4.0625 0.0438288 0.0273988 0.743724
4.125 0.0449121 0.0260455 0.784644
4.1875 0.0444895 0.0247623 0.799938
4.25 0.0427235 0.0235452 0.790302
4.3125 0.0405994 0.0223894 0.772347
4.375 0.0386381 0.0212931 0.755647
4.4375 0.0376822 0.0202554 0.757355
4.5 0.0363343 0.0192753 0.75023
4.5625 0.0335002 0.0183491 0.71039
4.625 0.0314163 0.0174727 0.683966
4.6875 0.0292812 0.0166416 0.654274
4.75 0.0272077 0.015851 0.623762
4.8125 0.0256366 0.0150999 0.60285
4.875 0.0248155 0.0143874 0.598366
4.9375 0.0241756 0.0137115 0.597569
5 0.0224833 0.0130714 0.569526
5.0625 0.0207998 0.0124663 0.539807
5.125 0.0204962 0.0118922 0.544826
5.1875 0.0211661 0.011346 0.57612
5.25 0.0215885 0.0108275 0.601545
5.3125 0.021528 0.0103368 0.613922
5.375 0.021721 0.00987327 0.633792
5.4375 0.0217221 0.00943401 0.648362
5.5 0.0208296 0.00901519 0.635827
5.5625 0.0203665 0.00861491 0.635643
5.625 0.0199706 0.00823242 0.637126
5.6875 0.0188459 0.00786849 0.614456
5.75 0.0171661 0.00752355 0.571857
5.8125 0.0157529 0.00719513 0.536072
5.875 0.0169898 0.00688182 0.590479
5.9375 0.0185457 0.00658448 0.658141
6 0.0190595 0.00630394 0.690496
6.0625 0.0195128 0.00603798 0.721527
6.125 0.0210951 0.00578645 0.796003
6.1875 0.0227311 0.00554936 0.875118
6.25 0.0231648 0.00532736 0.909721
6.3125 0.0218627 0.00511977 0.875659
6.375 0.0189726 0.00492403 0.774874
6.4375 0.017101 0.00473858 0.712064
6.5 0.0172471 0.00456338 0.73203
6.5625 0.0166464 0.00439557 0.720064
6.625 0.0143411 0.0042331 0.632115
6.6875 0.0121261 0.00407696 0.544531
6.75 0.0128019 0.00392914 0.585589
6.8125 0.0140253 0.00378917 0.653394
6.875 0.0144795 0.00365416 0.686892
6.9375 0.0138609 0.00352526 0.669471
7 0.0121717 0.0034034 0.598452
7.0625 0.0109087 0.00328906 0.545911
7.125 0.0100002 0.00318133 0.509287
7.1875 0.00902027 0.00307665 0.467427
7.25 0.00878815 0.00297466 0.463305
7.3125 0.00854325 0.00287756 0.458149
7.375 0.00886618 0.00278566 0.483584
7.4375 0.0100245 0.00269809 0.55602
7.5 0.0121347 0.00261528 0.684365
7.5625 0.0141473 0.00253701 0.811163
7.625 0.0159902 0.00246264 0.931977
7.6875 0.0145218 0.00239276 0.860264
