0.0625 3.33397 0.969419 0.425856
0.125 9.35742 0.924373 1.9333
0.1875 8.3399 0.881245 2.46894
0.25 6.17681 0.839899 2.4113
0.3125 4.79826 0.800152 2.34468
0.375 3.87199 0.761943 2.28726
0.4375 3.2098 0.725249 2.23612
0.5 2.71524 0.690054 2.19009
0.5625 2.3326 0.65634 2.14761
0.625 2.02737 0.624086 2.10671
0.6875 1.77787 0.593262 2.066
0.75 1.57111 0.563829 2.02616
0.8125 1.39858 0.535748 1.98874
0.875 1.25313 0.508977 1.95393
0.9375 1.12769 0.483474 1.91885
1 1.01796 0.459192 1.8823
1.0625 0.921976 0.436084 1.84571
1.125 0.837991 0.414102 1.81018
1.1875 0.763428 0.393198 1.77414
1.25 0.697646 0.373325 1.73945
1.3125 0.639899 0.354438 1.70754
1.375 0.589012 0.336494 1.67836
1.4375 0.542969 0.319454 1.64867
1.5 0.501256 0.303274 1.61875
1.5625 0.463783 0.287914 1.59009
1.625 0.430554 0.273334 1.56459
1.6875 0.400263 0.259496 1.53924
1.75 0.372443 0.246365 1.51347
1.8125 0.34598 0.233906 1.48363
1.875 0.323478 0.222083 1.46189
1.9375 0.303889 0.210866 1.4456
2 0.285158 0.200222 1.42618
2.0625 0.26794 0.190123 1.40737
2.125 0.25291 0.180542 1.39366
2.1875 0.239381 0.171452 1.38251
2.25 0.226674 0.162829 1.37073
2.3125 0.215269 0.154652 1.36178
2.375 0.203246 0.146898 1.34384
2.4375 0.190459 0.139547 1.31512
2.5 0.178924 0.132577 1.28919
2.5625 0.167977 0.12597 1.26198
2.625 0.158012 0.119705 1.23686
2.6875 0.150448 0.113764 1.22612
2.75 0.144044 0.108128 1.2214
2.8125 0.137614 0.102781 1.21325
2.875 0.131058 0.0977105 1.20059
2.9375 0.123785 0.0929013 1.17752
3 0.117129 0.0883416 1.15631
3.0625 0.111226 0.0840182 1.13887
3.125 0.105531 0.0799172 1.12009
3.1875 0.0998963 0.0760264 1.09848
3.25 0.0950691 0.0723354 1.08247
3.3125 0.0912328 0.068835 1.07507
3.375 0.0876713 0.0655139 1.06864
3.4375 0.0837766 0.0623623 1.05578
3.5 0.0802108 0.0593718 1.0446
3.5625 0.0777813 0.0565342 1.04631
3.625 0.0763644 0.0538403 1.06058
3.6875 0.0749284 0.0512818 1.07392
3.75 0.0725772 0.0488518 1.07304
3.8125 0.069726 0.0465444 1.06295
3.875 0.0673512 0.0443538 1.05826
3.9375 0.0653145 0.0422723 1.05733
4 0.0639052 0.0402943 1.06541
4.0625 0.0622249 0.0384141 1.06798
4.125 0.0608169 0.036627 1.07418
4.1875 0.0594568 0.0349279 1.08032
4.25 0.0578768 0.0333116 1.08142
4.3125 0.0555025 0.0317748 1.06609
4.375 0.0519115 0.0303139 1.02468
4.4375 0.0482311 0.0289257 0.978029
4.5 0.0448286 0.0276071 0.933551
4.5625 0.0423102 0.0263556 0.904586
4.625 0.0415682 0.0251677 0.912126
4.6875 0.0416187 0.0240392 0.936998
4.75 0.0405271 0.0229664 0.935887
4.8125 0.0379559 0.0219458 0.898789
4.875 0.0360426 0.0209748 0.874925
