0.0625 5.57662 0.940388 0.365426 0.000352827
0.125 16.54 0.860578 1.85364 0.00098034
0.1875 14.1525 0.789171 2.35996 0.00128011
0.25 10.1343 0.725478 2.30726 0.00141589
0.3125 7.53612 0.66818 2.21791 0.0015919
0.375 5.8181 0.616339 2.13253 0.00182844
0.4375 4.61812 0.569243 2.05206 0.00211956
0.5 3.74337 0.526323 1.9757 0.00245983
0.5625 3.08613 0.487108 1.90385 0.00284491
0.625 2.58024 0.451201 1.83657 0.00330304
0.6875 2.18022 0.418266 1.77142 0.00377672
0.75 1.85961 0.388014 1.70924 0.00420449
0.8125 1.59956 0.360192 1.65043 0.00457845
0.875 1.38554 0.334573 1.59417 0.00497259
0.9375 1.20876 0.31096 1.54183 0.00546288
1 1.06005 0.289174 1.49129 0.00597345
1.0625 0.931986 0.269053 1.4394 0.00648859
1.125 0.821303 0.250456 1.38679 0.00709559
1.1875 0.72717 0.233251 1.33737 0.00772083
1.25 0.648248 0.217319 1.29412 0.0081535
1.3125 0.581375 0.202559 1.2559 0.00858442
1.375 0.522483 0.188877 1.21784 0.00926547
1.4375 0.47018 0.17619 1.17938 0.0101305
1.5 0.42564 0.164419 1.14614 0.0110195
1.5625 0.386727 0.153492 1.11536 0.0120348
1.625 0.351793 0.143343 1.08439 0.0130849
1.6875 0.320254 0.133913 1.05298 0.0140106
1.75 0.29153 0.125148 1.02053 0.0147667
1.8125 0.265306 0.116997 0.987055 0.01524
1.875 0.242307 0.109414 0.956519 0.0158694
1.9375 0.221671 0.102358 0.927022 0.0167732
2 0.202222 0.0957887 0.894581 0.0178462
2.0625 0.184893 0.0896708 0.863994 0.0186585
2.125 0.170263 0.0839711 0.839325 0.0194325
2.1875 0.159088 0.0786572 0.82625 0.0205199
2.25 0.147888 0.0736988 0.80825 0.0217067
2.3125 0.136075 0.0690719 0.781671 0.0226523
2.375 0.123358 0.0647536 0.743993 0.0233234
2.4375 0.11342 0.0607212 0.717438 0.0244157
2.5 0.106401 0.0569544 0.705171 0.0256506
2.5625 0.100052 0.0534353 0.694073 0.0272156
2.625 0.0926791 0.0501432 0.672329 0.0289165
2.6875 0.0847601 0.047062 0.642427 0.0304432
2.75 0.0789793 0.044179 0.624888 0.0319781
2.8125 0.0747489 0.0414815 0.616864 0.0336185
2.875 0.0718762 0.0389574 0.618184 0.034971
2.9375 0.0705059 0.0365948 0.631498 0.0368057
3 0.0689169 0.0343834 0.642338 0.0385806
3.0625 0.0640314 0.0323125 0.620598 0.0393625
3.125 0.0588228 0.0303706 0.592434 0.040909
3.1875 0.056045 0.028551 0.586162 0.0431828
3.25 0.0544493 0.026847 0.590987 0.0453629
3.3125 0.0528432 0.0252506 0.594851 0.0470239
3.375 0.0498794 0.0237544 0.581982 0.0478854
3.4375 0.0463363 0.0223523 0.560047 0.0485548
3.5 0.0431179 0.0210401 0.539547 0.0505197
3.5625 0.0406297 0.0198126 0.526071 0.0526092
3.625 0.0393052 0.0186651 0.526319 0.0542426
3.6875 0.0387778 0.0175907 0.536728 0.0556344
3.75 0.0366237 0.0165835 0.523706 0.056803
3.8125 0.0335177 0.0156379 0.494925 0.0583074
3.875 0.0332706 0.0147498 0.507058 0.0601249
3.9375 0.0346363 0.013915 0.544575 0.0625731
4 0.0345808 0.0131327 0.560655 0.0647047
4.0625 0.0326144 0.0123983 0.545022 0.0672808
4.125 0.0324337 0.0117071 0.558417 0.0695488
4.1875 0.0320439 0.0110555 0.568176 0.070753
4.25 0.0291635 0.0104391 0.532323 0.0720896
4.3125 0.0268846 0.0098571 0.504967 0.074167
4.375 0.0267927 0.00930959 0.517649 0.076607
4.4375 0.024443 0.00879329 0.485586 0.0779523
