0.0625 -41.7758 0.961145 -4.19991 0.00284745
0.125 -17.8909 0.90574 -2.96568 0.0025272
0.1875 -10.3141 0.853875 -2.48146 0.00257636
0.25 -7.78161 0.805352 -2.49862 0.00282169
0.3125 -6.16808 0.759733 -2.50701 0.0030907
0.375 -5.02787 0.716756 -2.49624 0.00335908
0.4375 -4.18444 0.676236 -2.4738 0.00359592
0.5 -3.53885 0.638019 -2.44408 0.00378521
0.5625 -3.03025 0.601973 -2.40886 0.00403126
0.625 -2.62229 0.567978 -2.37102 0.00437858
0.6875 -2.28963 0.535919 -2.33194 0.00481601
0.75 -2.01305 0.50569 -2.29075 0.00521852
0.8125 -1.77756 0.477189 -2.24453 0.0056191
0.875 -1.57592 0.45032 -2.19503 0.00596035
0.9375 -1.40497 0.424992 -2.14751 0.00632292
1 -1.26193 0.401119 -2.10714 0.00678522
1.0625 -1.13763 0.378613 -2.06678 0.00727342
1.125 -1.02828 0.357398 -2.02523 0.00776713
1.1875 -0.933344 0.337397 -1.98635 0.00846242
1.25 -0.849071 0.318541 -1.94681 0.00909715
1.3125 -0.769959 0.300761 -1.89688 0.00952181
1.375 -0.697676 0.283998 -1.84223 0.0100301
1.4375 -0.636274 0.268195 -1.79666 0.0107156
1.5 -0.582511 0.2533 -1.75526 0.0113737
1.5625 -0.533853 0.239259 -1.71327 0.0119403
1.625 -0.489366 0.226022 -1.6696 0.0125861
1.6875 -0.448832 0.213542 -1.62516 0.0135054
1.75 -0.41205 0.201778 -1.58089 0.0144636
1.8125 -0.378919 0.190684 -1.5381 0.0153638
1.875 -0.348772 0.180221 -1.49571 0.0160144
1.9375 -0.320657 0.170354 -1.45088 0.0165487
2 -0.295621 0.161047 -1.40947 0.017253
2.0625 -0.273972 0.15227 -1.37479 0.018213
2.125 -0.254196 0.14399 -1.34094 0.0192479
2.1875 -0.235674 0.136177 -1.30552 0.0202585
2.25 -0.217693 0.128802 -1.265 0.0216129
2.3125 -0.199698 0.12184 -1.21608 0.0230162
2.375 -0.184652 0.115271 -1.17726 0.0239985
2.4375 -0.172646 0.109073 -1.15134 0.0246814
2.5 -0.160612 0.103226 -1.11937 0.025615
2.5625 -0.149705 0.0977073 -1.08947 0.0264557
2.625 -0.140462 0.0924979 -1.06653 0.0274594
2.6875 -0.132197 0.0875785 -1.04646 0.0295015
2.75 -0.123365 0.0829341 -1.01731 0.0316759
2.8125 -0.113339 0.0785467 -0.972951 0.0327989
2.875 -0.105268 0.0744009 -0.940042 0.0339577
2.9375 -0.0989449 0.0704838 -0.918528 0.0353491
3 -0.0931729 0.0667835 -0.898565 0.0364794
3.0625 -0.087435 0.0632894 -0.875451 0.0375092
3.125 -0.0808524 0.0599872 -0.839961 0.0384919
3.1875 -0.0748159 0.056866 -0.805974 0.039299
3.25 -0.0695216 0.053917 -0.776171 0.0403725
3.3125 -0.0663779 0.051131 -0.767589 0.0417439
3.375 -0.0643638 0.0484987 -0.770512 0.0434563
3.4375 -0.0612398 0.0460105 -0.758535 0.0458814
3.5 -0.0565328 0.0436581 -0.724141 0.0465677
3.5625 -0.0499947 0.0414341 -0.661929 0.0461152
3.625 -0.0442433 0.0393323 -0.605188 0.0472123
3.6875 -0.0409284 0.0373438 -0.57812 0.0503569
3.75 -0.0385487 0.0354618 -0.562021 0.0526781
3.8125 -0.036082 0.033681 -0.542738 0.054701
3.875 -0.03289 0.0319955 -0.510188 0.0559796
3.9375 -0.0300146 0.0303986 -0.479932 0.0580313
4 -0.0311069 0.0288861 -0.512515 0.0599301
