0.0	0.9998199080991512
1.0	0.90172395993069
2.0	0.8365527523665154
3.0	0.7988559241877883
4.0	0.7769520436633554
5.0	0.742436779871018
6.0	0.7269076150518429
7.0	0.697645357387103
8.0	0.6738486783216878
9.0	0.6576068471057172
10.0	0.6388767729652322
11.0	0.6285323688028192
12.0	0.6059037279662404
13.0	0.5902809313052828
14.0	0.57515231005598
15.0	0.5569675256432893
16.0	0.5419603895152952
17.0	0.5220868271841643
18.0	0.5080890143234035
19.0	0.49452603228764425
20.0	0.48272656183606794
21.0	0.46739918874837527
22.0	0.46089364618071677
23.0	0.45319035540961666
24.0	0.44167547457437756
25.0	0.4334347892364102
26.0	0.420587767674457
27.0	0.41358609544426433
28.0	0.40647449348879067
29.0	0.3928485633973471
30.0	0.3862682500170553
31.0	0.3742541472893659
32.0	0.3669303528450806
33.0	0.35612767249160077
34.0	0.3447195211441553
35.0	0.3390323311880413
36.0	0.3282243068786356
37.0	0.3213684141101309
38.0	0.30969307802049
39.0	0.30304505283821137
40.0	0.29796083988311384
41.0	0.28741676396244403
42.0	0.2791841137953658
43.0	0.2709422263845685
44.0	0.2650825558055623
45.0	0.2601368105744364
46.0	0.25294659892628346
47.0	0.2498336812847585
48.0	0.24423142382107402
49.0	0.24290284279921864
50.0	0.23784538880849676
51.0	0.23459139826547562
52.0	0.23316618660594793
53.0	0.2235761587678606
54.0	0.22416640172132712
55.0	0.21580589399777983
56.0	0.2140512711543586
57.0	0.20991853805068045
58.0	0.20256823212180844
59.0	0.20143199874766538
60.0	0.1933299007420677
61.0	0.19390629833461542
62.0	0.18838835565238343
63.0	0.18547550388176104
64.0	0.18292851940658303
65.0	0.17358668560839616
66.0	0.17224484797377518
67.0	0.1667097075912825
68.0	0.16359899137948525
69.0	0.16203178758688858
70.0	0.15624776386635983
71.0	0.15453318408889588
72.0	0.15009832361562603
73.0	0.14997627570502728
74.0	0.1489805392959199
75.0	0.14778971893433934
76.0	0.14700270461351708
77.0	0.14802767788304932
78.0	0.15155611810067596
79.0	0.15010662265425406
